EquipID,License#,Year,Make,Model,Description,Dept,InServiceDate,InServiceCost,Estimated Replacement Year
32160,57035D,2013,FORD,TRANSIT CONNECT,MINIVAN CARGO,DOIT,10-Mar-14,$32496.73,2024
32161,57026D,2013,FORD,TRANSIT CONNECT,MINIVAN CARGO,DOIT,07-Mar-14,$32091.12,2024
32162,57019D,2013,FORD,TRANSIT CONNECT,MINIVAN CARGO,DOIT,02-Oct-13,$35880.00,2023
32163,56139D,2013,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,DOIT,21-Jan-14,$24994.89,2024
32164,56118D,2013,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,FAS,28-May-13,$25693.80,2023
32165,56117D,2013,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,FAS,28-May-13,$25229.84,2023
32166,56119D,2013,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,FAS,24-May-13,$25794.37,2023
32167,56116D,2013,EAGLE,TILTBED TRAILER,TRAILER TILTBED WITH WINCH,SPU,08-May-13,$10657.93,2025
32168,57036D,2013,FORD,TRANSIT CONNECT,MINIVAN PASSENGER,DON,15-Nov-13,$30173.73,2023
32169,56130D,2013,FORD,ESCAPE,SUV COMPACT 4X4,SPL,12-Jun-13,$28842.52,2023
32170,56145D,2013,CRAFCO,SUPERSHOT125 CRACKSEAL TRAILER,TRAILER ASPHALT CRACK SEALER,SDOT,10-Jul-13,$59968.80,2028
32171,56494D,2013,PETERBILT,378,TRUCK 12 YARD DUMP,SPU,21-Aug-13,$240840.19,2023
32172,,2013,CATERPILLAR,420E,BACKHOE LOADER 4X4,SPU,04-Dec-13,$192531.02,2020
32173,+778294,2013,JOHN DEERE,ZTRAK Z960R,MOWER 72`` ROTARY ZTRAK,SPU,23-Jul-13,$13304.34,2020
32174,+778295,2013,JOHN DEERE,ZTRAK Z960R,MOWER 72`` ROTARY ZTRAK,SPU,23-Jul-13,$13359.02,2020
32176,+778296,2013,JOHN DEERE,GATOR,UTILITY VEHICLE 4 WHEEL,CEN,06-Aug-13,$27388.26,2020
32177,56137D,2013,FORD,F450,TRUCK 2WD SERVICE BODY CRANE,SPU,27-Aug-13,$51770.64,2023
32178,56495D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,DPR,03-Sep-13,$26421.55,2023
32179,56496D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,FAS,29-Aug-13,$26360.02,2023
32180,56497D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,DPR,28-Aug-13,$26096.67,2023
32181,56498D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,HSD,27-Aug-13,$26106.45,2023
32182,56499D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,HSD,27-Aug-13,$26052.55,2023
32183,56575D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,HSD,29-Aug-13,$26142.78,2023
32184,56500D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,DPR,28-Aug-13,$26388.94,2023
32185,56563D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SFD,18-Oct-13,$26396.28,2023
32186,56576D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,DPR,28-Aug-13,$26129.12,2023
32187,56577D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SDOT,15-Oct-13,$28671.14,2023
32188,56564D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,DPR,27-Aug-13,$26274.39,2023
32189,56581D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SPD,25-Oct-13,$26475.79,2023
32190,56582D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SPD,23-Dec-13,$26308.05,2023
32191,56583D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SPD,25-Nov-13,$26345.62,2023
32192,56584D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SPD,23-Oct-13,$26407.72,2023
32193,57020D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SPD,25-Oct-13,$26224.57,2023
32194,57028D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SFD,28-Oct-13,$26578.39,2023
32195,57029D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SFD,04-Nov-13,$26342.94,2023
32196,57021D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SPU,04-Oct-13,$26319.80,2023
32197,57022D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SPU,01-Oct-13,$26246.86,2023
32198,57023D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,DPR,16-Oct-13,$26249.02,2023
32199,57024D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,HSD,20-Sep-13,$26637.96,2023
32200,57040D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SFD,04-Nov-13,$26466.62,2023
32201,57030D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SDOT,17-Oct-13,$28366.54,2023
32202,57031D,2013,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,SDOT,22-Oct-13,$28037.80,2023
32203,57735D,2013,PETERBILT,348,TRUCK 58` ALTEC AERIAL LIFT TREE TRIMMER,SDOT,03-Apr-14,$219765.77,2027
32204,56401D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SPU,08-Aug-13,$27103.57,2023
32205,56402D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SPD,27-Aug-13,$27021.14,2023
32206,56403D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SPD,04-Sep-13,$27000.79,2023
32207,56404D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SDOT,05-Sep-13,$29730.44,2023
32208,58854D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SFD,03-Oct-13,$32387.96,2023
32209,56405D,2014,FORD,ESCAPE,SUV COMPACT 4X4,CEN,04-Nov-13,$29863.55,2023
32210,56406D,2014,FORD,ESCAPE,SUV COMPACT 4X4,DPD,16-Oct-13,$30173.59,2023
32211,56407D,2014,FORD,ESCAPE,SUV COMPACT 4X4,DPD,02-Oct-13,$29119.43,2023
32212,57032D,2013,FORD,ESCAPE,SUV COMPACT 4X4,SPU,10-Dec-13,$33209.57,2023
32213,57081D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SCL,13-Dec-13,$27261.37,2023
32214,56408D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SDOT,21-Aug-13,$29651.39,2023
32215,56409D,2013,FORD,ESCAPE,SUV COMPACT 4X4,SDOT,21-Aug-13,$29564.15,2023
32216,57080D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SCL,13-Dec-13,$27360.00,2023
32217,56447D,2013,FORD,ESCAPE,SUV COMPACT AWD,SCL,11-Sep-13,$31221.43,2023
32218,56572D,2013,FORD,ESCAPE,SUV COMPACT AWD,SCL,27-Aug-13,$28939.11,2023
32219,56573D,2013,FORD,ESCAPE,SUV COMPACT AWD,SCL,26-Sep-13,$31474.12,2023
32220,56574D,2013,FORD,ESCAPE,SUV COMPACT AWD,SCL,20-Aug-13,$29233.13,2023
32221,56439D,2013,FORD,ESCAPE,SUV COMPACT AWD,SCL,05-Aug-13,$29131.79,2023
32222,56442D,2013,FORD,F450,TRUCK SERVICE BODY 4X4 CREW CAB,SCL,29-Oct-13,$69118.37,2023
32223,56154D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,19-Nov-13,$39467.10,2023
32224,56152D,2013,FORD,F250,PICKUP 4X4 CREW CAB,SCL,16-Oct-13,$41349.13,2023
32225,56567D,2013,FORD,F250,PICKUP 4X4 CREW CAB,SCL,01-Jan-14,$41119.27,2024
32226,56565D,2013,FORD,E250,VAN CARGO,SCL,04-Feb-14,$35594.98,2024
32227,57082D,2013,FORD,E250,VAN CARGO,SCL,19-Nov-13,$27095.05,2023
32228,57083D,2013,FORD,E250,VAN CARGO,SCL,17-Dec-13,$27103.30,2023
32229,56149D,2013,FORD,F350,PICKUP 4X4 CREW CAB,SCL,16-Oct-13,$43325.53,2023
32230,56150D,2013,FORD,F350,PICKUP 4X4 CREW CAB,SCL,02-Sep-13,$43111.00,2023
32231,56155D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,05-Sep-13,$31968.77,2023
32232,56151D,2013,FORD,F350,PICKUP 4X4 EXTENDED CAB,SCL,19-Sep-13,$56062.37,2023
32233,56448D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,14-Aug-13,$37512.69,2023
32234,56147D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,14-Aug-13,$38220.67,2023
32235,56444D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,04-Nov-13,$42324.06,2023
32236,56148D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,19-Aug-13,$40355.98,2023
32237,56146D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,13-Dec-13,$45170.48,2023
32238,56441D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,05-Sep-13,$44257.14,2023
32239,56446D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,23-Oct-13,$42617.20,2023
32240,56566D,2013,FORD,F250,PICKUP 4X4 CREW CAB,SCL,04-Nov-13,$41872.18,2023
32241,56440D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,24-Sep-13,$42497.09,2023
32242,56445D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,02-Jan-14,$35774.29,2023
32243,56443D,2013,FORD,F150,PICKUP 4X4 CREW CAB,SCL,04-Feb-14,$40493.06,2023
32244,56153D,2013,FORD,F350,PICKUP 4X4 STANDARD CAB,SCL,16-Sep-13,$50149.43,2023
32245,,2014,T3 MOTION,T3-002-002-10C,ELECTRIC PERSONAL MOBILITY DEVICE,SPD,22-Aug-13,$14354.25,2019
32246,,2014,T3 MOTION,T3-002-002-10C,ELECTRIC PERSONAL MOBILITY DEVICE,SPD,22-Aug-13,$14501.30,2019
32247,+772505,2013,CASE,590SN,BACKHOE LOADER 4X4,SDOT,28-Jun-13,$145350.21,2020
32248,56585D,2013,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,DPD,02-Oct-13,$25151.89,2023
32249,57025D,2013,FORD,C-MAX HYBRID,SEDAN COMPACT HYBRID,DPD,16-Oct-13,$25073.51,2023
32250,,2013,WIRTGEN,W50 DC COLD MILLING MACHINE,COLD MILLING MACHINE SMALL,SDOT,30-Jan-14,$192190.94,2029
32251,57088D,2013,FELLING,FT-20I DROP DECK TRAILER,TRAILER DROP DECK,SDOT,30-Jan-14,$28651.43,2028
32252,57039D,2014,FORD,F550,TRUCK FLATBED CRANE,SPU,17-Jul-14,$53433.39,2022
32253,57041D,2013,FORD,F550,TRUCK CHIPPER BODY 4YD DUMP,SDOT,10-Jul-14,$90155.28,2024
32254,58562D,2013,FORD,F550,TRUCK AERIAL LIFT 40` VERSALIFT SVC BODY,SCL,26-Aug-14,$145881.51,2030
32255,,2013,JOHN DEERE,ZTRAK 995 72 INCH RIDING MOWER,MOWER 72 INCH RIDING,SCL,17-Jun-13,$18740.00,2023
32256,,2013,JOHN DEERE,ZTRAK 995 72 INCH RIDING MOWER,MOWER 72 INCH RIDING,SCL,17-Jun-13,$18740.00,2023
32257,,2013,JOHN DEERE,ZTRAK Z925A 54 IN RIDING MOWER,MOWER 54 INCH RIDING,SCL,17-Jun-13,$12571.86,2023
32258,,2013,JOHN DEERE,MOWER 48 INCH WALK BEHIND,MOWER 48 INCH WALK BEHIND,SCL,14-Jun-13,$6305.00,2023
32259,,2013,JOHN DEERE,62 INCH RIDING MOWER,MOWER 62 INCH RIDING WITH FRONT LOADER,SCL,14-Jun-13,$25715.95,2023
32260,56410D,2013,FORD,F150,PICKUP 4WD SUPER CAB,SDOT,13-Sep-13,$35490.68,2023
32261,56411D,2013,FORD,F150,PICKUP 4WD SUPER CAB,SDOT,09-Oct-13,$39871.55,2023
32262,56412D,2013,FORD,F150,PICKUP 4WD SUPER CAB,SDOT,02-Oct-13,$35142.57,2023
32263,56438D,2013,FORD,F150,PICKUP 4WD SUPER CAB,SDOT,16-Oct-13,$36300.08,2023
32264,57075D,2013,FORD,F550,TRUCK FLATBED WINCH MSG BOARD BV CAM,SDOT,27-May-14,$94853.31,2024
32265,57042D,2013,FORD,F550,TRUCK FLATBED WINCH ARW BOARD BV CAM,SDOT,23-May-14,$82040.09,2026
32266,57037D,2013,FORD,F550,TRUCK FLATBED CRANE ARW BOARD BV CAM,SDOT,23-May-14,$97360.56,2024
32267,57076D,2013,FORD,F550,TRUCK FLATBED PLOW ARW BOARD BV CAM,SDOT,11-Apr-14,$84703.32,2024
32268,57043D,2013,FORD,F550,TRUCK FLATBED WINCH ARW BOARD BV CAM,SDOT,10-Apr-14,$85069.85,2024
32269,57044D,2013,FORD,F550,TRUCK FLATBED WINCH ARW BOARD BV CAM,SDOT,14-May-14,$82564.45,2024
32270,57089D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,06-Dec-13,$48708.86,2023
32271,57090D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,19-Nov-13,$49558.54,2023
32272,57703D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,20-Dec-13,$49704.36,2023
32273,57824D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,16-Dec-13,$49338.90,2023
32274,57091D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,23-Dec-13,$50514.71,2023
32275,57825D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,16-Dec-13,$49584.78,2023
32276,56457D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SPL,19-Sep-13,$26481.91,2023
32277,56491D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SDOT,17-Oct-13,$30561.25,2023
32278,56492D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SDOT,09-Oct-13,$30118.14,2023
32279,57033D,2014,FORD,ESCAPE,SUV COMPACT 4X4,SDOT,11-Oct-13,$29163.57,2023
32280,2406EX,2013,GOOD EARTH ENERGY CONSV INC,FIREFLY ESV-ER EXTENDED RANGE,PEO SCOOTER ELECTRIC,SPD,23-Sep-14,$51353.90,2020
32281,2407EX,2013,GOOD EARTH ENERGY CONSV INC,FIREFLY ESV-ER EXTENDED RANGE,PEO SCOOTER ELECTRIC,SPD,24-Sep-14,$51613.22,2020
32289,56578D,2013,FORD,F150,PICKUP 4WD EXTENDED CAB,SDOT,29-Aug-13,$37148.97,2023
32290,56579D,2013,FORD,F150,PICKUP 4WD EXTENDED CAB,SDOT,28-Aug-13,$34516.44,2023
32291,56580D,2013,FORD,F150,PICKUP 4WD EXTENDED CAB,SDOT,28-Aug-13,$34544.21,2023
32292,57811D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,19-Nov-13,$48817.74,2023
32293,57812D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,19-Dec-13,$49292.51,2020
32294,57813D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,19-Nov-13,$49502.31,2023
32295,57826D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,20-Dec-13,$49312.59,2023
32296,57814D,2013,FORD,F250,PICKUP 2WD SUPER CAB,DPR,17-Dec-13,$49749.25,2023
32297,56568D,2014,FORD,F150,PICKUP 4WD EXTENDED CAB,SCL,23-Dec-13,$32577.61,2023
32298,56569D,2014,FORD,F150,PICKUP 4WD EXTENDED CAB,SCL,08-Jan-14,$40716.16,2023
32299,56570D,2014,FORD,F150,PICKUP 4WD EXTENDED CAB,SCL,07-Jan-14,$32277.27,2024
32300,56571D,2013,FORD,F150,PICKUP 4WD EXTENDED CAB,SCL,23-Dec-13,$41038.30,2023
32301,57822D,2014,FORD,F350,PICKUP 4WD CREW CAB,SCL,10-Mar-14,$43481.46,2023
32302,57815D,2014,FORD,F550,TRUCK FLATBED DUMP SPREADER PLOW 4X4,SDOT,06-Mar-14,$89840.64,2024
32303,57077D,2014,FORD,F550,TRUCK FLATBED DUMP SPREADER PLOW 4X4,SDOT,06-Mar-14,$88190.09,2023
32304,57045D,2014,FORD,F550,TRUCK FLATBED DUMP SPREADER PLOW 4X4,SDOT,19-Dec-13,$90161.81,2023
32305,57072D,2014,FORD,F550,TRUCK FLATBED DUMP SPREADER PLOW 4X4,SDOT,19-Dec-13,$89657.56,2023
32306,57074D,2014,FORD,F550,TRUCK FLATBED DUMP SPREADER PLOW 4X4,SDOT,19-Dec-13,$87693.28,2023
32307,57816D,2014,FORD,F550,TRUCK SERVICE BODY SUPER CREW CAB 2WD,SPU,05-Jun-14,$95657.59,2024
32308,57817D,2014,FORD,F450,PICKUP SERVICE BODY 2WD SUPER CAB,SPU,12-Jun-14,$90486.72,2024
32309,57038D,2013,FORD,E350,VAN CARGO,SPL,10-Mar-14,$42433.20,2024
32310,57785D,2013,FORD,F250,PICKUP SERVICE BODY 2WD,DPR,11-Jul-14,$60697.53,2023
32311,56586D,2013,FORD,F150,PICKUP 4WD EXTENDED CAB,SPU,28-Jan-14,$43452.70,2024
32312,56454D,2013,EAGLE,FLATBED TRAILER,TRAILER FLATBED,SPU,03-Sep-13,$4761.96,2025
32313,56455D,2013,EAGLE,FLATBED TRAILER,TRAILER FLATBED,SPU,03-Sep-13,$11700.18,2025
32314,57086D,2014,PETERBILT,348,TRUCK 68` AERIAL -CLASS 8,SCL,07-May-15,$522840.28,2029
32315,57085D,2014,PETERBILT,348,TRUCK 68` AERIAL -CLASS 8,SCL,07-May-15,$520457.34,2029
32316,57837D,2014,FORD,F350,PICKUP 3YD DUMP,SDOT,06-Dec-13,$48392.44,2023
32317,57827D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,29-Mar-14,$51678.60,2019
32318,57828D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,31-Mar-14,$50802.06,2019
32319,57829D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,01-Apr-14,$50719.55,2019
32320,57830D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,29-Mar-14,$50899.99,2019
32321,57831D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,01-Apr-14,$49333.40,2019
32322,57832D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,29-Mar-14,$48999.50,2019
32323,57833D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,29-Mar-14,$48832.26,2019
32324,57834D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,18-Apr-14,$49638.41,2019
32325,57835D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,02-Apr-14,$48950.03,2019
32326,57836D,2014,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD,SPD,23-Apr-14,$50686.94,2019
32327,57846D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,28-Jul-14,$48131.49,2020
32328,57847D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,09-Sep-14,$48036.63,2020
32329,57848D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,21-Aug-14,$47727.20,2020
32330,57840D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,14-Aug-14,$47712.99,2020
32331,57841D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,10-Sep-14,$48070.87,2020
32332,57849D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,09-Sep-14,$48010.92,2020
32333,57842D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,29-Jul-14,$48330.78,2020
32334,57843D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,30-Jul-14,$47715.49,2020
32335,57844D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,30-Jul-14,$47370.16,2020
32336,57850D,2014,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD,SPD,11-Sep-14,$47688.41,2020
32337,,2012,CLUBCAR,295 SE,MINI AMBULANCE CLUB CAR,SFD,12-Mar-13,$20589.00,2020
32338,,2012,CLUBCAR,295 SE,MINI AMBULANCE CLUB CAR,SFD,12-Mar-13,$20589.00,2020
32339,,2012,CLUBCAR,295 SE,MINI AMBULANCE CLUB CAR,SFD,12-Mar-13,$20589.00,2020
32340,56105D,2012,EAGLE,ES5614SA,TRAILER FLATBED MINI AMBULANCE,SFD,12-Mar-13,$4187.64,2028
32341,56106D,2012,EAGLE,ES5614SA,TRAILER FLATBED MINI AMBULANCE,SFD,12-Mar-13,$3967.25,2028
32342,56107D,2012,EAGLE,ES5614SA,TRAILER FLATBED MINI AMBULANCE,SFD,12-Mar-13,$3874.00,2028
32343,56120D,2013,EZ LOADER,EZWB 14-18 2100 BOAT TRAILER,TRAILER BOAT 2700 LB GVWR,SFD,12-Mar-13,$2309.00,2032
32344,WN5895SA,2013,WORKSKIFF,WS 14` C SERIES,BOAT 14 FOOT ALUMINUM HULL W/ OUTBOARD,SFD,13-Mar-13,$39817.00,
32345,56108D,2013,EZ LOADER,TIEZSB 27 11500 BOAT TRAILER,TRAILER BOAT 11500 LB GVWR,SFD,12-Mar-13,$2309.00,2033
32346,WN4085SA,2012,SAFEBOAT,25` T-TOP RESCUE BOAT,BOAT RESCUE 25 FOOT ALUMINUM DEEP V HULL,SFD,13-Mar-13,$235040.00,2033
32347,,2012,GENIE,Z45,SOLID WASTE BOOM LIFT,SPU,02-Jul-13,$75673.97,2020
32348,,2012,GENIE,Z45,SOLID WASTE BOOM LIFT,SPU,02-Jul-13,$75673.97,2020
32349,,2012,JLG,10MSP AERIAL WORK PLATFORM ELE,AERIAL WORK PLATFORM ELECTRIC,SCL,09-Aug-12,$16420.00,2022
32350,,2009,CROWN,AERIAL WORK PLATFORM ELECTRIC,AERIAL WORK PLATFORM ELECTRIC,SCL,30-Sep-09,$8645.03,2019
32351,,1997,SCOTSMAN,OFFICE TRAILER,TRAILER OFFICE,SCL,01-Jun-97,$0.00,2027
32352,,2008,YALE,FORKLIFT ELECTRIC,FORKLIFT ELECTRIC,SCL,01-Mar-08,$0.00,2028
32353,29318D,1993,MILLER,TRAILER WELDER,TRAILER WELDER,SCL,30-Jul-93,$2500.00,2019
32353,29318D,1993,MILLER,TRAILER,TRAILER WELDER,SCL,30-Jul-93,$2500.00,2019
32354,123797,1991,BLAZER,OFFICE TRAILER,TRAILER OFFICE,SCL,01-Jul-95,$0.00,2025
32355,,1995,UPRIGHT,AERIAL WORK PLATFORM ELECTRIC,AERIAL WORK PLATFORM ELECTRIC,SCL,01-Feb-96,$0.00,2014
32356,WN5124R1,1995,WOOLRIDGE,WORK BOAT,BOAT WORK 26 FOOT CREW,SCL,01-Jan-99,$52000.00,2015
32356,WN5124R1,1995,WOOLRIDGE,FIRE BOAT,BOAT WORK 26 FOOT CREW,SCL,01-Jan-99,$52000.00,2015
32356,WN5124R1,1995,WOOLRIDGE,BOAT,BOAT WORK 26 FOOT CREW,SCL,01-Jan-99,$52000.00,2015
32357,29088D,1995,TRICK,TAILER BOAT,TRAILER BOAT,SCL,15-Aug-99,$7000.00,2015
32357,29088D,1995,TRICK,TRAILER BOAT,TRAILER BOAT,SCL,15-Aug-99,$7000.00,2015
32357,29088D,1995,TRICK,BOAT TRAILER,TRAILER BOAT,SCL,15-Aug-99,$7000.00,2015
32357,29088D,1995,TRICK,BOAT TRAILER NO MODEL INFO,TRAILER BOAT,SCL,15-Aug-99,$7000.00,2015
32358,,1996,GENIE,AERIAL WORK PLATFORM ELECTRIC,AERIAL WORK PLATFORM ELECTRIC,SCL,01-Feb-97,$0.00,2014
32359,29040D,1997,TOWMASTER,EQUIPMENT TRAILER,TRAILER EQUIPMENT,SCL,28-Jul-99,$5000.00,2017
32360,,1997,EVERGREEN,OFFICE TRAILER,TRAILER OFFICE,SCL,11-Mar-97,$5951.00,2027
32361,,1996,BIG CLEM,SAND BLASTING UNIT TRLR MOUNT,SAND BLASTING UNIT TRAILER MOUNTED,SCL,01-Feb-96,$0.00,2026
32362,WN8299RF,1997,WOOLRIDGE,FIRE BOAT,BOAT WORK 22 FOOT CREW,SCL,01-Jan-98,$30000.00,2016
32362,WN8299RF,1997,WOOLRIDGE,BOAT,BOAT WORK 22 FOOT CREW,SCL,01-Jan-98,$30000.00,2016
32362,WN8299RF,1997,WOOLRIDGE,WORK BOAT,BOAT WORK 22 FOOT CREW,SCL,01-Jan-98,$30000.00,2016
32363,23299D,1997,WOOLRIDGE,BOAT TRAILER NO MODEL INFO,TRAILER BOAT,SCL,01-Feb-97,$2500.00,2016
32363,23299D,1997,WOOLRIDGE,TRAILER BOAT,TRAILER BOAT,SCL,01-Feb-97,$2500.00,2016
32363,23299D,1997,WOOLRIDGE,TAILER BOAT,TRAILER BOAT,SCL,01-Feb-97,$2500.00,2016
32363,23299D,1997,WOOLRIDGE,BOAT TRAILER,TRAILER BOAT,SCL,01-Feb-97,$2500.00,2016
32364,24280D,1997,USA TRAILERS,BOX TRAILER,TRAILER BOX,SCL,01-Oct-97,$4500.00,2017
32365,38236D,2001,CARN,TRAILER BOAT,TRAILER BOAT,SCL,01-Jul-02,$3000.00,2016
32365,38236D,2001,CARN,BOAT TRAILER,TRAILER BOAT,SCL,01-Jul-02,$3000.00,2016
32365,38236D,2001,CARN,BOAT TRAILER NO MODEL INFO,TRAILER BOAT,SCL,01-Jul-02,$3000.00,2016
32365,38236D,2001,CARN,TAILER BOAT,TRAILER BOAT,SCL,01-Jul-02,$3000.00,2016
32366,WN8345NN,2002,SILVER,PONTOON BOAT,BOAT WORK 29 FOOT PONTOON,SCL,01-Jan-01,$5500.00,2016
32367,WN8347NN,2001,SILVER,PONTOON BOAT,BOAT WORK 29 FOOT PONTOON,SCL,01-Jan-01,$5500.00,2017
32368,WN6534NU,2003,MUNSON,SPILL RESPONSE BOAT,BOAT WORK SPILL RESPONSE,SCL,01-Jun-03,$36912.00,2018
32369,43888D,2003,EZ LOADER,TRAILER,TRAILER BOAT,SCL,01-Jun-03,$0.00,2018
32370,WN4036RM,2003,HANSEN,FIRE BOAT,BOAT WORK 22 FOOT,SCL,01-Jan-03,$107447.52,2018
32370,WN4036RM,2003,HANSEN,BOAT,BOAT WORK 22 FOOT,SCL,01-Jan-03,$107447.52,2018
32370,WN4036RM,2003,HANSEN,WORK BOAT,BOAT WORK 22 FOOT,SCL,01-Jan-03,$107447.52,2018
32371,265435A,2005,YAMAHA,ATV,ATV 4X4,SCL,15-Dec-04,$6500.00,2015
32372,265434A,2004,BOBMBARDIER,OUTLANDER ATV 4X4,ATV 4X4,SCL,15-Dec-03,$6700.00,2015
32373,39457D,2005,CARN,TAILER BOAT,TRAILER BOAT,SCL,01-Jul-05,$3000.00,2017
32373,39457D,2005,CARN,BOAT TRAILER,TRAILER BOAT,SCL,01-Jul-05,$3000.00,2017
32373,39457D,2005,CARN,BOAT TRAILER NO MODEL INFO,TRAILER BOAT,SCL,01-Jul-05,$3000.00,2017
32373,39457D,2005,CARN,TRAILER BOAT,TRAILER BOAT,SCL,01-Jul-05,$3000.00,2017
32374,41528D,2005,UNKNOWN,TRAILER,TRAILER BOAT,SCL,01-Apr-06,$0.00,2025
